Permissions string, Octal
 -r-s-wsrw- , 6536
 -r-s-wsrwx , 6537
 -r-sr-S--- , 6540
 -r-sr-S--x , 6541
 -r-sr-S-w- , 6542
 -r-sr-S-wx , 6543
 -r-sr-Sr-- , 6544
 -r-sr-Sr-x , 6545
 -r-sr-Srw- , 6546
 -r-sr-Srwx , 6547
 -r-sr-s--- , 6550
 -r-sr-s--x , 6551
 -r-sr-s-w- , 6552
 -r-sr-s-wx , 6553
 -r-sr-sr-- , 6554
 -r-sr-sr-x , 6555
 -r-sr-srw- , 6556
 -r-sr-srwx , 6557
 -r-srwS--- , 6560
 -r-srwS--x , 6561
 -r-srwS-w- , 6562
 -r-srwS-wx , 6563
 -r-srwSr-- , 6564
 -r-srwSr-x , 6565
 -r-srwSrw- , 6566
 -r-srwSrwx , 6567
 -r-srws--- , 6570
 -r-srws--x , 6571
 -r-srws-w- , 6572
 -r-srws-wx , 6573
 -r-srwsr-- , 6574
 -r-srwsr-x , 6575
 -r-srwsrw- , 6576
 -r-srwsrwx , 6577
 -rwS--S--- , 6600
 -rwS--S--x , 6601
 -rwS--S-w- , 6602
 -rwS--S-wx , 6603
 -rwS--Sr-- , 6604
 -rwS--Sr-x , 6605
 -rwS--Srw- , 6606
 -rwS--Srwx , 6607
 -rwS--s--- , 6610
 -rwS--s--x , 6611
 -rwS--s-w- , 6612
 -rwS--s-wx , 6613
 -rwS--sr-- , 6614
 -rwS--sr-x , 6615
 -rwS--srw- , 6616
 -rwS--srwx , 6617
 -rwS-wS--- , 6620
 -rwS-wS--x , 6621
 -rwS-wS-w- , 6622
 -rwS-wS-wx , 6623
 -rwS-wSr-- , 6624
 -rwS-wSr-x , 6625
 -rwS-wSrw- , 6626
 -rwS-wSrwx , 6627
 -rwS-ws--- , 6630
 -rwS-ws--x , 6631
 -rwS-ws-w- , 6632
 -rwS-ws-wx , 6633
 -rwS-wsr-- , 6634
 -rwS-wsr-x , 6635
 -rwS-wsrw- , 6636
 -rwS-wsrwx , 6637
 -rwSr-S--- , 6640
 -rwSr-S--x , 6641
 -rwSr-S-w- , 6642
 -rwSr-S-wx , 6643
 -rwSr-Sr-- , 6644
 -rwSr-Sr-x , 6645
 -rwSr-Srw- , 6646
 -rwSr-Srwx , 6647
 -rwSr-s--- , 6650
 -rwSr-s--x , 6651
 -rwSr-s-w- , 6652
 -rwSr-s-wx , 6653
 -rwSr-sr-- , 6654
 -rwSr-sr-x , 6655
 -rwSr-srw- , 6656
 -rwSr-srwx , 6657
 -rwSrwS--- , 6660
 -rwSrwS--x , 6661
 -rwSrwS-w- , 6662
 -rwSrwS-wx , 6663
 -rwSrwSr-- , 6664
 -rwSrwSr-x , 6665
 -rwSrwSrw- , 6666
 -rwSrwSrwx , 6667
 -rwSrws--- , 6670
 -rwSrws--x , 6671
 -rwSrws-w- , 6672
 -rwSrws-wx , 6673
 -rwSrwsr-- , 6674
 -rwSrwsr-x , 6675
 -rwSrwsrw- , 6676
 -rwSrwsrwx , 6677
 -rws--S--- , 6700
 -rws--S--x , 6701
 -rws--S-w- , 6702
 -rws--S-wx , 6703
 -rws--Sr-- , 6704
 -rws--Sr-x , 6705
 -rws--Srw- , 6706
 -rws--Srwx , 6707
 -rws--s--- , 6710
 -rws--s--x , 6711
 -rws--s-w- , 6712
 -rws--s-wx , 6713
 -rws--sr-- , 6714
 -rws--sr-x , 6715
 -rws--srw- , 6716
 -rws--srwx , 6717
 -rws-wS--- , 6720
 -rws-wS--x , 6721
 -rws-wS-w- , 6722
 -rws-wS-wx , 6723
 -rws-wSr-- , 6724
 -rws-wSr-x , 6725
 -rws-wSrw- , 6726
 -rws-wSrwx , 6727
 -rws-ws--- , 6730
 -rws-ws--x , 6731
 -rws-ws-w- , 6732
 -rws-ws-wx , 6733
 -rws-wsr-- , 6734
 -rws-wsr-x , 6735
 -rws-wsrw- , 6736
 -rws-wsrwx , 6737
 -rwsr-S--- , 6740
 -rwsr-S--x , 6741
 -rwsr-S-w- , 6742
 -rwsr-S-wx , 6743
 -rwsr-Sr-- , 6744
 -rwsr-Sr-x , 6745
 -rwsr-Srw- , 6746
 -rwsr-Srwx , 6747
 -rwsr-s--- , 6750
 -rwsr-s--x , 6751
 -rwsr-s-w- , 6752
 -rwsr-s-wx , 6753
 -rwsr-sr-- , 6754
 -rwsr-sr-x , 6755
 -rwsr-srw- , 6756
 -rwsr-srwx , 6757
 -rwsrwS--- , 6760
 -rwsrwS--x , 6761
 -rwsrwS-w- , 6762
 -rwsrwS-wx , 6763
 -rwsrwSr-- , 6764
 -rwsrwSr-x , 6765
 -rwsrwSrw- , 6766
 -rwsrwSrwx , 6767
 -rwsrws--- , 6770
 -rwsrws--x , 6771
 -rwsrws-w- , 6772
 -rwsrws-wx , 6773
 -rwsrwsr-- , 6774
 -rwsrwsr-x , 6775
 -rwsrwsrw- , 6776
 -rwsrwsrwx , 6777
 ---S--S--T , 7000
 ---S--S--t , 7001
 ---S--S-wT , 7002
 ---S--S-wt , 7003
 ---S--Sr-T , 7004
 ---S--Sr-t , 7005
 ---S--SrwT , 7006
 ---S--Srwt , 7007
 ---S--s--T , 7010
 ---S--s--t , 7011
 ---S--s-wT , 7012
 ---S--s-wt , 7013
 ---S--sr-T , 7014
 ---S--sr-t , 7015
 ---S--srwT , 7016
 ---S--srwt , 7017
 ---S-wS--T , 7020
 ---S-wS--t , 7021
 ---S-wS-wT , 7022
 ---S-wS-wt , 7023
 ---S-wSr-T , 7024
 ---S-wSr-t , 7025
 ---S-wSrwT , 7026
 ---S-wSrwt , 7027
 ---S-ws--T , 7030
 ---S-ws--t , 7031
 ---S-ws-wT , 7032
 ---S-ws-wt , 7033
 ---S-wsr-T , 7034
 ---S-wsr-t , 7035
 ---S-wsrwT , 7036
 ---S-wsrwt , 7037
 ---Sr-S--T , 7040
 ---Sr-S--t , 7041
 ---Sr-S-wT , 7042
 ---Sr-S-wt , 7043
 ---Sr-Sr-T , 7044
 ---Sr-Sr-t , 7045
 ---Sr-SrwT , 7046
 ---Sr-Srwt , 7047
 ---Sr-s--T , 7050
 ---Sr-s--t , 7051
 ---Sr-s-wT , 7052
 ---Sr-s-wt , 7053
 ---Sr-sr-T , 7054
 ---Sr-sr-t , 7055
 ---Sr-srwT , 7056
 ---Sr-srwt , 7057
 ---SrwS--T , 7060
 ---SrwS--t , 7061
 ---SrwS-wT , 7062
 ---SrwS-wt , 7063
 ---SrwSr-T , 7064
 ---SrwSr-t , 7065
 ---SrwSrwT , 7066
 ---SrwSrwt , 7067
 ---Srws--T , 7070
 ---Srws--t , 7071
 ---Srws-wT , 7072
 ---Srws-wt , 7073
 ---Srwsr-T , 7074
 ---Srwsr-t , 7075
 ---SrwsrwT , 7076
 ---Srwsrwt , 7077
 ---s--S--T , 7100
 ---s--S--t , 7101
 ---s--S-wT , 7102
 ---s--S-wt , 7103
 ---s--Sr-T , 7104
 ---s--Sr-t , 7105
 ---s--SrwT , 7106
 ---s--Srwt , 7107
 ---s--s--T , 7110
 ---s--s--t , 7111
 ---s--s-wT , 7112
 ---s--s-wt , 7113
 ---s--sr-T , 7114
 ---s--sr-t , 7115
 ---s--srwT , 7116
 ---s--srwt , 7117
 ---s-wS--T , 7120
 ---s-wS--t , 7121
 ---s-wS-wT , 7122
 ---s-wS-wt , 7123
 ---s-wSr-T , 7124
 ---s-wSr-t , 7125
 ---s-wSrwT , 7126
 ---s-wSrwt , 7127
 ---s-ws--T , 7130
 ---s-ws--t , 7131
 ---s-ws-wT , 7132
 ---s-ws-wt , 7133
 ---s-wsr-T , 7134
 ---s-wsr-t , 7135
 ---s-wsrwT , 7136
 ---s-wsrwt , 7137
 ---sr-S--T , 7140
 ---sr-S--t , 7141
 ---sr-S-wT , 7142
 ---sr-S-wt , 7143
 ---sr-Sr-T , 7144
 ---sr-Sr-t , 7145
 ---sr-SrwT , 7146
 ---sr-Srwt , 7147
 ---sr-s--T , 7150
 ---sr-s--t , 7151
 ---sr-s-wT , 7152
 ---sr-s-wt , 7153
 ---sr-sr-T , 7154
 ---sr-sr-t , 7155
 ---sr-srwT , 7156
 ---sr-srwt , 7157
 ---srwS--T , 7160
 ---srwS--t , 7161
 ---srwS-wT , 7162
 ---srwS-wt , 7163
 ---srwSr-T , 7164
 ---srwSr-t , 7165
 ---srwSrwT , 7166
 ---srwSrwt , 7167
 ---srws--T , 7170
 ---srws--t , 7171
 ---srws-wT , 7172
 ---srws-wt , 7173
 ---srwsr-T , 7174
 ---srwsr-t , 7175
 ---srwsrwT , 7176
 ---srwsrwt , 7177
 --wS--S--T , 7200
 --wS--S--t , 7201
 --wS--S-wT , 7202
 --wS--S-wt , 7203
 --wS--Sr-T , 7204
 --wS--Sr-t , 7205
 --wS--SrwT , 7206
 --wS--Srwt , 7207
 --wS--s--T , 7210
 --wS--s--t , 7211
 --wS--s-wT , 7212
 --wS--s-wt , 7213
 --wS--sr-T , 7214
 --wS--sr-t , 7215
 --wS--srwT , 7216
 --wS--srwt , 7217
 --wS-wS--T , 7220
 --wS-wS--t , 7221
 --wS-wS-wT , 7222
 --wS-wS-wt , 7223
 --wS-wSr-T , 7224
 --wS-wSr-t , 7225
 --wS-wSrwT , 7226
 --wS-wSrwt , 7227
 --wS-ws--T , 7230
 --wS-ws--t , 7231
 --wS-ws-wT , 7232
 --wS-ws-wt , 7233
 --wS-wsr-T , 7234
 --wS-wsr-t , 7235
 --wS-wsrwT , 7236
 --wS-wsrwt , 7237
 --wSr-S--T , 7240
 --wSr-S--t , 7241
 --wSr-S-wT , 7242
 --wSr-S-wt , 7243
 --wSr-Sr-T , 7244
 --wSr-Sr-t , 7245
 --wSr-SrwT , 7246
 --wSr-Srwt , 7247
 --wSr-s--T , 7250
 --wSr-s--t , 7251
 --wSr-s-wT , 7252
 --wSr-s-wt , 7253
 --wSr-sr-T , 7254
 --wSr-sr-t , 7255
 --wSr-srwT , 7256
 --wSr-srwt , 7257
 --wSrwS--T , 7260
 --wSrwS--t , 7261
 --wSrwS-wT , 7262
 --wSrwS-wt , 7263
 --wSrwSr-T , 7264
 --wSrwSr-t , 7265
 --wSrwSrwT , 7266
 --wSrwSrwt , 7267
 --wSrws--T , 7270
 --wSrws--t , 7271
 --wSrws-wT , 7272
 --wSrws-wt , 7273
 --wSrwsr-T , 7274
 --wSrwsr-t , 7275
 --wSrwsrwT , 7276
 --wSrwsrwt , 7277
 --ws--S--T , 7300
 --ws--S--t , 7301
 --ws--S-wT , 7302
 --ws--S-wt , 7303
 --ws--Sr-T , 7304
 --ws--Sr-t , 7305
 --ws--SrwT , 7306
 --ws--Srwt , 7307
 --ws--s--T , 7310
 --ws--s--t , 7311
 --ws--s-wT , 7312
 --ws--s-wt , 7313
 --ws--sr-T , 7314
 --ws--sr-t , 7315
 --ws--srwT , 7316
 --ws--srwt , 7317
 --ws-wS--T , 7320
 --ws-wS--t , 7321
 --ws-wS-wT , 7322
 --ws-wS-wt , 7323
 --ws-wSr-T , 7324
 --ws-wSr-t , 7325
 --ws-wSrwT , 7326
 --ws-wSrwt , 7327
 --ws-ws--T , 7330
 --ws-ws--t , 7331
 --ws-ws-wT , 7332
 --ws-ws-wt , 7333
 --ws-wsr-T , 7334
 --ws-wsr-t , 7335
 --ws-wsrwT , 7336
 --ws-wsrwt , 7337
 --wsr-S--T , 7340
 --wsr-S--t , 7341
 --wsr-S-wT , 7342
 --wsr-S-wt , 7343
 --wsr-Sr-T , 7344
 --wsr-Sr-t , 7345
 --wsr-SrwT , 7346
 --wsr-Srwt , 7347
 --wsr-s--T , 7350
 --wsr-s--t , 7351
 --wsr-s-wT , 7352
 --wsr-s-wt , 7353
 --wsr-sr-T , 7354
 --wsr-sr-t , 7355
 --wsr-srwT , 7356
 --wsr-srwt , 7357
 --wsrwS--T , 7360
 --wsrwS--t , 7361
 --wsrwS-wT , 7362
 --wsrwS-wt , 7363
 --wsrwSr-T , 7364
 --wsrwSr-t , 7365
 --wsrwSrwT , 7366
 --wsrwSrwt , 7367
 --wsrws--T , 7370
 --wsrws--t , 7371
 --wsrws-wT , 7372
 --wsrws-wt , 7373
 --wsrwsr-T , 7374
 --wsrwsr-t , 7375
 --wsrwsrwT , 7376
 --wsrwsrwt , 7377
 -r-S--S--T , 7400
 -r-S--S--t , 7401
 -r-S--S-wT , 7402
 -r-S--S-wt , 7403
 -r-S--Sr-T , 7404
 -r-S--Sr-t , 7405
 -r-S--SrwT , 7406
 -r-S--Srwt , 7407
 -r-S--s--T , 7410
 -r-S--s--t , 7411
 -r-S--s-wT , 7412
 -r-S--s-wt , 7413
 -r-S--sr-T , 7414
 -r-S--sr-t , 7415
 -r-S--srwT , 7416
 -r-S--srwt , 7417
 -r-S-wS--T , 7420
 -r-S-wS--t , 7421
 -r-S-wS-wT , 7422
 -r-S-wS-wt , 7423
 -r-S-wSr-T , 7424
 -r-S-wSr-t , 7425
 -r-S-wSrwT , 7426
 -r-S-wSrwt , 7427
 -r-S-ws--T , 7430
 -r-S-ws--t , 7431
 -r-S-ws-wT , 7432
 -r-S-ws-wt , 7433
 -r-S-wsr-T , 7434
 -r-S-wsr-t , 7435
 -r-S-wsrwT , 7436
 -r-S-wsrwt , 7437
 -r-Sr-S--T , 7440
 -r-Sr-S--t , 7441
 -r-Sr-S-wT , 7442
 -r-Sr-S-wt , 7443
 -r-Sr-Sr-T , 7444
 -r-Sr-Sr-t , 7445
 -r-Sr-SrwT , 7446
 -r-Sr-Srwt , 7447
 -r-Sr-s--T , 7450
 -r-Sr-s--t , 7451
 -r-Sr-s-wT , 7452
 -r-Sr-s-wt , 7453
 -r-Sr-sr-T , 7454
 -r-Sr-sr-t , 7455
 -r-Sr-srwT , 7456
 -r-Sr-srwt , 7457
 -r-SrwS--T , 7460
 -r-SrwS--t , 7461
 -r-SrwS-wT , 7462
 -r-SrwS-wt , 7463
 -r-SrwSr-T , 7464
 -r-SrwSr-t , 7465
 -r-SrwSrwT , 7466
 -r-SrwSrwt , 7467
 -r-Srws--T , 7470
 -r-Srws--t , 7471
 -r-Srws-wT , 7472
 -r-Srws-wt , 7473
 -r-Srwsr-T , 7474
 -r-Srwsr-t , 7475
 -r-SrwsrwT , 7476
 -r-Srwsrwt , 7477
 -r-s--S--T , 7500
 -r-s--S--t , 7501
 -r-s--S-wT , 7502
 -r-s--S-wt , 7503
 -r-s--Sr-T , 7504
 -r-s--Sr-t , 7505
 -r-s--SrwT , 7506
 -r-s--Srwt , 7507
 -r-s--s--T , 7510
 -r-s--s--t , 7511
 -r-s--s-wT , 7512
 -r-s--s-wt , 7513
 -r-s--sr-T , 7514
 -r-s--sr-t , 7515
 -r-s--srwT , 7516
 -r-s--srwt , 7517
 -r-s-wS--T , 7520
 -r-s-wS--t , 7521
 -r-s-wS-wT , 7522
 -r-s-wS-wt , 7523
 -r-s-wSr-T , 7524
 -r-s-wSr-t , 7525
 -r-s-wSrwT , 7526
 -r-s-wSrwt , 7527
 -r-s-ws--T , 7530
 -r-s-ws--t , 7531
 -r-s-ws-wT , 7532
 -r-s-ws-wt , 7533
 -r-s-wsr-T , 7534
 -r-s-wsr-t , 7535
 -r-s-wsrwT , 7536
 -r-s-wsrwt , 7537
 -r-sr-S--T , 7540
 -r-sr-S--t , 7541
 -r-sr-S-wT , 7542
 -r-sr-S-wt , 7543
 -r-sr-Sr-T , 7544
 -r-sr-Sr-t , 7545
 -r-sr-SrwT , 7546
 -r-sr-Srwt , 7547
 -r-sr-s--T , 7550
 -r-sr-s--t , 7551
 -r-sr-s-wT , 7552
 -r-sr-s-wt , 7553
 -r-sr-sr-T , 7554
 -r-sr-sr-t , 7555
 -r-sr-srwT , 7556
 -r-sr-srwt , 7557
 -r-srwS--T , 7560
 -r-srwS--t , 7561
 -r-srwS-wT , 7562
 -r-srwS-wt , 7563
 -r-srwSr-T , 7564
 -r-srwSr-t , 7565
 -r-srwSrwT , 7566
 -r-srwSrwt , 7567
 -r-srws--T , 7570
 -r-srws--t , 7571
 -r-srws-wT , 7572
 -r-srws-wt , 7573
 -r-srwsr-T , 7574
 -r-srwsr-t , 7575
 -r-srwsrwT , 7576
 -r-srwsrwt , 7577
 -rwS--S--T , 7600
 -rwS--S--t , 7601
 -rwS--S-wT , 7602
 -rwS--S-wt , 7603
 -rwS--Sr-T , 7604
 -rwS--Sr-t , 7605
 -rwS--SrwT , 7606
 -rwS--Srwt , 7607
 -rwS--s--T , 7610
 -rwS--s--t , 7611
 -rwS--s-wT , 7612
 -rwS--s-wt , 7613
 -rwS--sr-T , 7614
 -rwS--sr-t , 7615
 -rwS--srwT , 7616
 -rwS--srwt , 7617
 -rwS-wS--T , 7620
 -rwS-wS--t , 7621
 -rwS-wS-wT , 7622
 -rwS-wS-wt , 7623
 -rwS-wSr-T , 7624
 -rwS-wSr-t , 7625
 -rwS-wSrwT , 7626
 -rwS-wSrwt , 7627
 -rwS-ws--T , 7630
 -rwS-ws--t , 7631
 -rwS-ws-wT , 7632
 -rwS-ws-wt , 7633
 -rwS-wsr-T , 7634
 -rwS-wsr-t , 7635
 -rwS-wsrwT , 7636
 -rwS-wsrwt , 7637
 -rwSr-S--T , 7640
 -rwSr-S--t , 7641
 -rwSr-S-wT , 7642
 -rwSr-S-wt , 7643
 -rwSr-Sr-T , 7644
 -rwSr-Sr-t , 7645
 -rwSr-SrwT , 7646
 -rwSr-Srwt , 7647
 -rwSr-s--T , 7650
 -rwSr-s--t , 7651
 -rwSr-s-wT , 7652
 -rwSr-s-wt , 7653
 -rwSr-sr-T , 7654
 -rwSr-sr-t , 7655
 -rwSr-srwT , 7656
 -rwSr-srwt , 7657
 -rwSrwS--T , 7660
 -rwSrwS--t , 7661
 -rwSrwS-wT , 7662
 -rwSrwS-wt , 7663
 -rwSrwSr-T , 7664
 -rwSrwSr-t , 7665
 -rwSrwSrwT , 7666
 -rwSrwSrwt , 7667
 -rwSrws--T , 7670
 -rwSrws--t , 7671
 -rwSrws-wT , 7672
 -rwSrws-wt , 7673
 -rwSrwsr-T , 7674
 -rwSrwsr-t , 7675
 -rwSrwsrwT , 7676
 -rwSrwsrwt , 7677
 -rws--S--T , 7700
 -rws--S--t , 7701
 -rws--S-wT , 7702
 -rws--S-wt , 7703
 -rws--Sr-T , 7704
 -rws--Sr-t , 7705
 -rws--SrwT , 7706
 -rws--Srwt , 7707
 -rws--s--T , 7710
 -rws--s--t , 7711
 -rws--s-wT , 7712
 -rws--s-wt , 7713
 -rws--sr-T , 7714
 -rws--sr-t , 7715
 -rws--srwT , 7716
 -rws--srwt , 7717
 -rws-wS--T , 7720
 -rws-wS--t , 7721
 -rws-wS-wT , 7722
 -rws-wS-wt , 7723
 -rws-wSr-T , 7724
 -rws-wSr-t , 7725
 -rws-wSrwT , 7726
 -rws-wSrwt , 7727
 -rws-ws--T , 7730
 -rws-ws--t , 7731
 -rws-ws-wT , 7732
 -rws-ws-wt , 7733
 -rws-wsr-T , 7734
 -rws-wsr-t , 7735
 -rws-wsrwT , 7736
 -rws-wsrwt , 7737
 -rwsr-S--T , 7740
 -rwsr-S--t , 7741
 -rwsr-S-wT , 7742
 -rwsr-S-wt , 7743
 -rwsr-Sr-T , 7744
 -rwsr-Sr-t , 7745
 -rwsr-SrwT , 7746
 -rwsr-Srwt , 7747
 -rwsr-s--T , 7750
 -rwsr-s--t , 7751
 -rwsr-s-wT , 7752
 -rwsr-s-wt , 7753
 -rwsr-sr-T , 7754
 -rwsr-sr-t , 7755
 -rwsr-srwT , 7756
 -rwsr-srwt , 7757
 -rwsrwS--T , 7760
 -rwsrwS--t , 7761
 -rwsrwS-wT , 7762
 -rwsrwS-wt , 7763
 -rwsrwSr-T , 7764
 -rwsrwSr-t , 7765
 -rwsrwSrwT , 7766
 -rwsrwSrwt , 7767
 -rwsrws--T , 7770
 -rwsrws--t , 7771
 -rwsrws-wT , 7772
 -rwsrws-wt , 7773
 -rwsrwsr-T , 7774
 -rwsrwsr-t , 7775
 -rwsrwsrwT , 7776
 -rwsrwsrwt , 7777
